Player,Team,Position,Inning,TZR,RngR,DPR,ARM,ErrR,位置補正,Framing,Blocking,
野村 勇,ソ,1B,1.0,0.0,0.0,0.0,-,0.0,0.0,-,-,
野村 勇,ソ,2B,1.0,0.0,0.0,0.0,-,0.0,0.0,-,-,
野村 勇,ソ,3B,7.0,0.0,-0.1,0.0,-,0.1,0.0,-,-,
野村 勇,ソ,SS,2.0,0.1,0.1,0.0,-,0.0,0.0,-,-,
野村 勇,ソ,DH,2.0,-,-,-,-,-,0.0,-,-,
鈴木 大地,楽,1B,1.0,0.0,0.0,0.0,-,0.0,0.0,-,-,
鈴木 大地,楽,3B,35.0,0.1,-0.2,0.0,-,0.3,-0.1,-,-,
鈴木 大地,楽,DH,3.0,-,-,-,-,-,0.0,-,-,
川瀬 晃,ソ,1B,3.0,0.0,0.0,0.0,-,0.0,0.0,-,-,
川瀬 晃,ソ,2B,1.0,-0.3,-0.3,0.0,-,0.0,0.0,-,-,
川瀬 晃,ソ,3B,11.0,-0.4,-0.3,-0.1,-,0.0,0.0,-,-,
川瀬 晃,ソ,SS,17.0,-0.7,-0.6,-0.2,-,0.1,0.1,-,-,
ダウンズ,ソ,2B,41.0,-1.1,-0.3,-0.2,-,-0.6,0.1,-,-,
ダウンズ,ソ,3B,14.0,0.4,0.3,-0.1,-,0.1,-0.1,-,-,
ダウンズ,ソ,DH,3.0,-,-,-,-,-,0.0,-,-,
今川 優馬,日,LF,12.7,0.4,0.4,-,0.0,0.0,-0.1,-,-,
今川 優馬,日,CF,21.0,0.2,0.3,-,-0.2,0.0,0.1,-,-,
角中 勝也,ロ,LF,13.0,0.7,0.7,-,0.0,0.0,-0.1,-,-,
茂木 栄五郎,ヤ,3B,84.7,4.1,2.8,0.3,-,1.0,-0.3,-,-,
ブライト 健太,中,LF,24.0,0.1,0.1,-,0.0,0.0,-0.2,-,-,
カリステ,中,1B,59.0,0.6,0.3,0.0,-,0.3,-0.7,-,-,
カリステ,中,LF,33.0,0.6,0.6,-,0.1,0.0,-0.3,-,-,
レイエス,日,DH,108.0,-,-,-,-,-,-1.3,-,-,
佐藤 直樹,ソ,RF,30.0,-0.7,-0.5,-,-0.1,0.0,-0.1,-,-,
辻本 倫太郎,中,2B,10.0,-0.1,-0.1,0.0,-,0.0,0.0,-,-,
辻本 倫太郎,中,3B,1.0,0.0,0.0,0.0,-,0.0,0.0,-,-,
フランコ,楽,3B,18.0,0.2,0.2,0.0,-,0.0,-0.1,-,-,
フランコ,楽,DH,58.0,-,-,-,-,-,-0.7,-,-,
廣瀨 隆太,ソ,1B,9.0,0.0,0.0,0.0,-,0.0,-0.1,-,-,
廣瀨 隆太,ソ,2B,4.0,-0.4,-0.4,0.0,-,0.0,0.0,-,-,
廣瀨 隆太,ソ,3B,38.0,0.7,-0.2,0.4,-,0.5,-0.1,-,-,
今宮 健太,ソ,SS,102.0,-1.8,-2.8,0.6,-,0.4,0.8,-,-,
板山 祐太郎,中,2B,92.0,-0.7,-0.6,-0.3,-,0.3,0.2,-,-,
長野 久義,巨,LF,8.0,-0.8,-0.8,-,0.0,0.0,-0.1,-,-,
源田 壮亮,西,SS,105.7,2.0,1.3,0.1,-,0.6,0.9,-,-,
吉川 尚輝,巨,2B,126.0,3.7,3.4,0.5,-,-0.2,0.3,-,-,
筒香 嘉智,デ,LF,58.0,0.3,0.7,-,-0.4,0.0,-0.6,-,-,
神里 和毅,デ,LF,4.0,0.6,0.6,-,0.0,0.0,0.0,-,-,
神里 和毅,デ,RF,6.0,-0.8,-0.7,-,-0.1,0.0,0.0,-,-,
小園 海斗,広,2B,12.0,0.3,0.9,0.1,-,-0.7,0.0,-,-,
小園 海斗,広,3B,117.3,-1.6,-1.9,0.2,-,0.1,-0.4,-,-,
佐藤 輝明,神,3B,101.0,1.3,0.7,-0.2,-,0.8,-0.4,-,-,
ネビン,西,1B,106.7,0.1,-0.7,0.2,-,0.6,-1.2,-,-,
紅林 弘太郎,オ,SS,72.0,-1.8,-2.0,-0.1,-,0.3,0.6,-,-,
柳田 悠岐,ソ,LF,39.0,0.7,0.7,-,0.0,0.0,-0.4,-,-,
柳田 悠岐,ソ,DH,35.0,-,-,-,-,-,-0.4,-,-,
サンタナ,ヤ,LF,85.0,-3.9,-3.1,-,-0.8,0.0,-0.8,-,-,
佐野 恵太,デ,1B,46.0,-0.3,-0.4,0.0,-,0.1,-0.5,-,-,
佐野 恵太,デ,LF,41.0,-3.0,-3.0,-,0.0,0.0,-0.4,-,-,
奈良間 大己,日,2B,32.0,-0.6,-0.7,0.0,-,0.1,0.1,-,-,
奈良間 大己,日,3B,8.0,0.0,0.0,0.0,-,0.0,0.0,-,-,
奈良間 大己,日,SS,7.0,-0.5,-0.4,-0.1,-,0.0,0.1,-,-,
奈良間 大己,日,DH,2.0,-,-,-,-,-,0.0,-,-,
西川 龍馬,オ,LF,86.7,2.1,2.8,-,-0.7,0.0,-0.8,-,-,
西川 龍馬,オ,DH,15.0,-,-,-,-,-,-0.2,-,-,
