Player,G,PA,AB,R,H,2B,3B,HR,TB,RBI,SB,CS,SH,SF,SO,BB,IBB,HP,GDP,AVG,OBP,SLG,OPS,OPS+,ISO,BABIP,K%,BB%,BB/K,wSB,TTO%,Age,Pos,B,Team,League
Ikeda Ryoma,103,383,327,34,78,13,1,4,105,32,1,1,0,2,77,52,1,2,7,0.239,0.345,0.321,0.666,98,0.082,0.298,20.1%,13.6%,0.68,-0.1,34.7%,18,7,R,ORIX Buffaloes,WL
Ishioka Ryota,30,102,93,14,24,3,0,0,27,9,3,2,2,2,20,5,0,0,2,0.258,0.290,0.290,0.580,72,0.032,0.320,19.6%,4.9%,0.25,-0.1,24.5%,30,3,L,ORIX Buffaloes,WL
Kita Ryoto,105,400,378,44,92,11,4,7,132,33,5,5,0,2,83,17,1,3,11,0.243,0.280,0.349,0.629,85,0.106,0.293,20.8%,4.2%,0.20,-0.8,26.8%,19,UTL,L,ORIX Buffaloes,WL
Kurebayashi Kotaro,6,26,25,2,11,2,0,0,13,4,1,0,0,0,4,1,0,0,1,0.440,0.462,0.520,0.982,193,0.080,0.524,15.4%,3.8%,0.25,0.2,19.2%,20,6,R,ORIX Buffaloes,WL
Matsui Masato,25,29,29,2,6,0,0,0,6,0,0,0,0,0,11,0,0,0,0,0.207,0.207,0.207,0.414,21,0.000,0.333,37.9%,0.0%,0.00,0.0,37.9%,34,2,L,ORIX Buffaloes,WL
McCarthy Joe,13,37,34,6,10,2,0,4,24,11,0,0,0,0,11,2,0,1,1,0.294,0.351,0.706,1.057,211,0.412,0.316,29.7%,5.4%,0.18,0.0,45.9%,28,DH,L,ORIX Buffaloes,WL
Mune Yuma,1,3,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0.000,0.333,0.000,0.333,2,0.000,0.000,0.0%,33.3%,1.00,0.0,33.3%,26,5,L,ORIX Buffaloes,WL
Nakagawa Keita,13,40,36,6,12,5,1,1,22,3,0,1,1,0,4,3,0,0,1,0.333,0.385,0.611,0.996,194,0.278,0.355,10.0%,7.5%,0.75,-0.3,20.0%,26,4,R,ORIX Buffaloes,WL
Nakagawa Takuma,46,111,100,7,21,4,1,1,30,14,0,0,2,3,23,6,0,0,4,0.210,0.248,0.300,0.548,61,0.090,0.253,20.7%,5.4%,0.26,0.0,27.0%,19,2,R,ORIX Buffaloes,WL
Nishimura Ryo,41,114,89,12,27,4,0,2,37,11,1,0,1,0,9,22,0,2,2,0.303,0.451,0.416,0.867,159,0.113,0.321,7.9%,19.3%,2.44,0.2,28.9%,26,DH,R,ORIX Buffaloes,WL
Nishino Masahiro,40,119,100,16,30,3,2,0,37,7,2,1,3,1,8,15,0,0,1,0.300,0.388,0.370,0.758,126,0.070,0.323,6.7%,12.6%,1.88,0.0,19.3%,31,5,L,ORIX Buffaloes,WL
Noguchi Tomoya,45,188,155,23,38,6,2,4,60,20,4,3,2,0,49,28,0,3,1,0.245,0.371,0.387,0.758,125,0.142,0.333,26.1%,14.9%,0.57,-0.3,43.1%,22,6,L,ORIX Buffaloes,WL
Oda Yuya,4,11,9,1,3,1,0,0,4,1,1,0,0,0,1,2,0,0,0,0.333,0.455,0.444,0.899,169,0.111,0.375,9.1%,18.2%,2.00,0.2,27.3%,32,7,L,ORIX Buffaloes,WL
Ohsato Kosei,73,193,165,16,41,9,1,0,52,13,3,1,6,3,28,19,0,0,2,0.248,0.321,0.315,0.636,89,0.067,0.293,14.5%,9.8%,0.68,0.2,24.4%,22,UTL,L,ORIX Buffaloes,WL
Ohshiro Koji,18,52,44,4,8,1,0,0,9,1,0,0,2,0,7,6,0,0,1,0.182,0.280,0.205,0.485,44,0.023,0.216,13.5%,11.5%,0.86,0.0,25.0%,29,4,R,ORIX Buffaloes,WL
Ohshita Seiichiro,71,217,177,11,45,7,1,2,60,15,0,0,7,1,16,28,1,4,10,0.254,0.367,0.339,0.706,110,0.085,0.269,7.4%,12.9%,1.75,0.0,21.2%,24,5,R,ORIX Buffaloes,WL
Ohta Ryo,62,252,219,27,67,14,2,5,100,33,1,0,3,1,34,27,0,2,5,0.306,0.386,0.457,0.843,150,0.151,0.343,13.5%,10.7%,0.79,0.2,26.2%,21,4,R,ORIX Buffaloes,WL
Okada Takahiro,10,30,28,2,2,0,0,1,5,1,0,0,0,0,8,2,0,0,0,0.071,0.133,0.179,0.312,-11,0.108,0.053,26.7%,6.7%,0.25,0.0,36.7%,34,3,L,ORIX Buffaloes,WL
Ravelo Rangel,35,112,94,12,25,4,0,1,32,8,0,1,0,1,10,16,0,1,7,0.266,0.375,0.340,0.715,113,0.074,0.286,8.9%,14.3%,1.60,-0.3,24.1%,30,DH,R,ORIX Buffaloes,WL
Sano Kodai,9,30,30,3,4,1,0,0,5,0,1,0,0,0,6,0,0,0,0,0.133,0.133,0.167,0.300,-14,0.034,0.167,20.0%,0.0%,0.00,0.2,20.0%,25,8,S,ORIX Buffaloes,WL
Sano Yukikazu,95,304,254,28,50,9,3,1,68,32,3,3,9,1,42,38,1,2,1,0.197,0.305,0.268,0.573,70,0.071,0.231,13.8%,12.5%,0.90,-0.4,26.6%,23,3,L,ORIX Buffaloes,WL
Sonobe Keita,72,212,194,21,49,8,2,6,79,27,0,2,3,0,51,15,0,0,7,0.253,0.306,0.407,0.713,110,0.154,0.314,24.1%,7.1%,0.29,-0.6,34.0%,22,6,R,ORIX Buffaloes,WL
Sugimoto Yutaro,17,61,52,6,13,3,0,0,16,7,0,0,0,1,10,8,0,0,1,0.250,0.344,0.308,0.652,94,0.058,0.302,16.4%,13.1%,0.80,0.0,29.5%,31,9,R,ORIX Buffaloes,WL
Tongu Yuma,13,48,42,7,13,3,0,4,28,12,0,0,0,1,9,5,0,0,0,0.310,0.375,0.667,1.042,207,0.357,0.300,18.8%,10.4%,0.56,0.0,37.5%,25,2,R,ORIX Buffaloes,WL
Tsuri Jui,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.000,0.000,0.000,0.000,-105,0.000,,100.0%,0.0%,0.00,0.0,100.0%,20,2,R,ORIX Buffaloes,WL
Tsurumi Ryoya,10,6,5,1,2,1,0,0,3,0,0,1,0,0,2,1,0,0,0,0.400,0.500,0.600,1.100,228,0.200,0.667,33.3%,16.7%,0.50,-0.3,50.0%,20,2,R,ORIX Buffaloes,WL
Valera Breyvic,23,64,58,5,16,0,0,0,16,6,0,0,0,1,8,4,0,1,3,0.276,0.328,0.276,0.604,80,0.000,0.314,12.5%,6.2%,0.50,0.0,18.8%,30,4,S,ORIX Buffaloes,WL
Wakatsuki Kenya,11,31,27,3,6,3,0,0,9,1,0,0,0,0,6,4,0,0,1,0.222,0.323,0.333,0.656,94,0.111,0.286,19.4%,12.9%,0.67,0.0,32.3%,26,2,R,ORIX Buffaloes,WL
Watanabe Haruto,79,344,294,29,76,8,3,1,93,26,13,9,8,3,50,34,0,5,5,0.259,0.342,0.316,0.658,96,0.057,0.305,14.5%,9.9%,0.68,-0.7,24.7%,22,8,L,ORIX Buffaloes,WL
Yamaashi Tatsuya,18,55,51,7,18,6,0,0,24,6,2,0,0,0,4,4,0,0,2,0.353,0.400,0.471,0.871,159,0.118,0.383,7.3%,7.3%,1.00,0.3,14.5%,28,UTL,R,ORIX Buffaloes,WL
Yamanaka Takayuki,35,90,77,8,15,2,0,1,20,4,0,0,0,0,23,13,0,0,1,0.195,0.311,0.260,0.571,70,0.065,0.264,25.6%,14.4%,0.57,0.0,41.1%,23,3,R,ORIX Buffaloes,WL
Yamasaki Sachiya,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.000,0.000,0.000,0.000,-105,0.000,0.000,0.0%,0.0%,,0.0,0.0%,29,1,L,ORIX Buffaloes,WL
Yoshida Masataka,2,7,5,1,2,0,0,0,2,1,0,0,0,0,1,2,0,0,0,0.400,0.571,0.400,0.971,193,0.000,0.500,14.3%,28.6%,2.00,0.0,42.9%,28,DH,L,ORIX Buffaloes,WL
Chatani Kenta,51,207,177,21,56,13,0,1,72,38,2,0,2,7,28,19,0,2,5,0.316,0.376,0.407,0.783,126,0.091,0.355,13.5%,9.2%,0.68,0.4,23.2%,24,UTL,R,Lotte Marines,EL
Emura Naoya,34,45,41,5,9,2,0,1,14,4,0,0,0,0,8,4,0,0,0,0.220,0.289,0.341,0.630,81,0.121,0.250,17.8%,8.9%,0.50,0.0,28.9%,30,2,R,Lotte Marines,EL
Fujioka Yudai,30,97,83,9,20,4,0,0,24,9,0,0,0,3,18,8,0,3,0,0.241,0.320,0.289,0.609,76,0.048,0.294,18.6%,8.2%,0.44,0.0,26.8%,28,6,L,Lotte Marines,EL
Fujiwara Kyota,34,148,124,30,37,6,2,1,50,11,6,2,0,1,28,19,0,4,0,0.298,0.405,0.403,0.808,133,0.105,0.375,18.9%,12.8%,0.68,0.4,32.4%,22,8,L,Lotte Marines,EL
Fukuda Koki,74,252,225,18,46,9,0,3,64,30,3,2,0,2,46,24,0,1,7,0.204,0.282,0.284,0.566,64,0.080,0.242,18.3%,9.5%,0.52,-0.1,29.0%,24,3,L,Lotte Marines,EL
Fukuda Shuhei,70,243,200,38,54,12,1,9,95,38,9,3,0,2,46,40,0,1,5,0.270,0.391,0.475,0.866,149,0.205,0.306,18.9%,16.5%,0.87,0.6,39.1%,33,DH,L,Lotte Marines,EL
Hayamizu Shota,23,17,16,2,3,0,0,0,3,0,0,1,0,0,2,1,0,0,0,0.188,0.235,0.188,0.423,23,0.000,0.214,11.8%,5.9%,0.50,-0.3,17.6%,21,6,R,Lotte Marines,EL
Hechavarria Adeiny,19,56,48,4,8,2,0,1,13,5,0,0,0,2,5,6,0,0,3,0.167,0.250,0.271,0.521,50,0.104,0.159,8.9%,10.7%,1.20,0.0,21.4%,33,DH,R,Lotte Marines,EL
Hirasawa Taiga,88,354,291,54,81,17,2,5,117,39,4,5,1,3,72,54,0,5,4,0.278,0.397,0.402,0.799,131,0.124,0.350,20.3%,15.3%,0.75,-0.9,37.0%,24,6,L,Lotte Marines,EL
Ikeda Raito,79,280,241,37,58,15,1,2,81,14,4,6,2,5,43,25,0,7,9,0.241,0.324,0.336,0.660,90,0.095,0.279,15.4%,8.9%,0.58,-1.3,25.0%,22,4,R,Lotte Marines,EL
Inoue Seiya,14,48,44,4,9,1,0,3,19,7,0,0,0,1,10,3,0,0,1,0.205,0.250,0.432,0.682,94,0.227,0.188,20.8%,6.2%,0.30,0.0,33.3%,32,3,R,Lotte Marines,EL
Kakinuma Tomoya,26,61,48,9,8,1,0,2,15,3,0,2,3,0,7,7,0,3,1,0.167,0.310,0.313,0.623,80,0.146,0.154,11.5%,11.5%,1.00,-0.7,26.2%,29,2,R,Lotte Marines,EL
Kakunaka Katsuya,24,89,74,14,25,10,1,1,40,20,1,0,0,2,7,13,0,0,3,0.338,0.427,0.541,0.968,177,0.203,0.353,7.9%,14.6%,1.86,0.2,23.6%,35,7,L,Lotte Marines,EL
Katoh Takuma,24,47,46,4,7,1,0,0,8,1,0,0,0,0,11,1,0,0,0,0.152,0.170,0.174,0.344,-0,0.022,0.200,23.4%,2.1%,0.09,0.0,25.5%,30,2,R,Lotte Marines,EL
Martin Leonys,7,27,20,4,5,0,0,2,11,4,0,0,0,0,6,7,0,0,2,0.250,0.444,0.550,0.994,185,0.300,0.250,22.2%,25.9%,1.17,0.0,55.6%,34,DH,L,Lotte Marines,EL
Matsukawa Kou,1,2,2,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.500,0.500,0.500,1.000,188,0.000,1.000,50.0%,0.0%,0.00,0.0,50.0%,18,2,R,Lotte Marines,EL
Miki Ryo,1,4,2,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0.000,0.500,0.000,0.500,53,0.000,0.000,25.0%,50.0%,2.00,0.0,75.0%,30,4,R,Lotte Marines,EL
Murayama Ryosuke,43,93,86,8,16,2,0,3,27,7,0,0,0,0,36,7,0,0,3,0.186,0.247,0.314,0.561,61,0.128,0.277,38.7%,7.5%,0.19,0.0,49.5%,18,3,R,Lotte Marines,EL
Nishikawa Ryosuke,91,331,304,31,84,25,0,8,133,48,1,0,0,7,86,19,0,1,6,0.276,0.314,0.438,0.752,115,0.162,0.350,26.0%,5.7%,0.22,0.2,34.1%,20,7,R,Lotte Marines,EL
Nishimaki Kenji,97,298,248,36,60,13,0,2,79,17,18,7,9,0,47,35,0,6,4,0.242,0.349,0.319,0.668,93,0.077,0.291,15.8%,11.7%,0.74,0.8,28.2%,23,UTL,R,Lotte Marines,EL
Ogawa Ryusei,22,82,76,9,13,1,1,0,16,5,5,1,0,0,19,3,0,3,1,0.171,0.232,0.211,0.443,29,0.040,0.228,23.2%,3.7%,0.16,0.5,26.8%,24,6,L,Lotte Marines,EL
Ogino Takashi,10,34,27,8,13,4,0,1,20,4,2,2,0,1,1,5,0,1,2,0.481,0.559,0.741,1.300,272,0.260,0.462,2.9%,14.7%,5.00,-0.3,20.6%,36,7,R,Lotte Marines,EL
Oka Hiromi,3,13,11,1,3,1,0,0,4,1,1,1,0,0,3,2,0,0,0,0.273,0.385,0.364,0.749,117,0.091,0.375,23.1%,15.4%,0.67,-0.2,38.5%,30,9,R,Lotte Marines,EL
Peralta Jorge,64,99,92,10,11,1,1,0,14,4,6,2,1,0,40,6,0,0,1,0.120,0.173,0.152,0.325,-5,0.032,0.212,40.4%,6.1%,0.15,0.4,46.5%,20,8,S,Lotte Marines,EL
Santos Sandy,42,90,81,8,17,3,2,0,24,5,0,0,0,1,30,8,0,0,2,0.210,0.278,0.296,0.574,66,0.086,0.327,33.3%,8.9%,0.27,0.0,42.2%,28,DH,R,Lotte Marines,EL
Sugano Tsuyoshi,45,172,144,15,43,3,2,5,65,20,2,0,0,0,21,27,0,1,2,0.299,0.413,0.451,0.864,149,0.152,0.322,12.2%,15.7%,1.29,0.4,30.8%,29,9,L,Lotte Marines,EL
Tamura Tatsuhiro,38,73,62,3,18,2,0,0,20,5,1,0,1,0,4,10,0,0,0,0.290,0.389,0.323,0.712,107,0.033,0.310,5.5%,13.7%,2.50,0.2,19.2%,28,2,R,Lotte Marines,EL
Tanigawa Yuito,80,105,101,7,12,2,0,1,17,7,1,0,0,0,36,4,0,0,5,0.119,0.152,0.168,0.320,-7,0.049,0.172,34.3%,3.8%,0.11,0.2,39.0%,20,9,R,Lotte Marines,EL
Ueda Shota,68,168,150,13,33,2,0,1,38,11,0,3,2,1,36,12,0,3,3,0.220,0.289,0.253,0.542,57,0.033,0.281,21.4%,7.1%,0.33,-1.0,29.2%,24,2,R,Lotte Marines,EL
Wada Koshiro,11,48,44,3,9,1,1,0,12,4,2,1,0,0,13,4,0,0,0,0.205,0.271,0.273,0.544,57,0.068,0.290,27.1%,8.3%,0.31,0.0,35.4%,23,8,L,Lotte Marines,EL
Yamaguchi Koki,10,44,39,5,11,1,0,1,15,6,1,0,0,0,7,5,0,0,0,0.282,0.364,0.385,0.749,116,0.103,0.323,15.9%,11.4%,0.71,0.2,29.5%,21,3,R,Lotte Marines,EL
Yamamoto Daito,79,302,276,41,65,11,1,12,114,34,3,4,0,0,68,22,1,4,10,0.236,0.301,0.413,0.714,104,0.177,0.270,22.5%,7.3%,0.32,-0.8,33.8%,19,9,R,Lotte Marines,EL
Yasuda Hisanori,12,47,39,5,13,5,0,1,21,7,0,1,0,0,6,7,0,1,1,0.333,0.447,0.538,0.985,183,0.205,0.375,12.8%,14.9%,1.17,-0.3,29.8%,23,5,L,Lotte Marines,EL
Yoshida Yuta,58,131,112,5,21,4,0,4,37,25,1,0,0,3,23,14,0,2,4,0.188,0.282,0.330,0.612,76,0.142,0.193,17.6%,10.7%,0.61,0.2,31.3%,30,3,R,Lotte Marines,EL
Akashi Kenji,48,117,97,16,25,4,1,0,31,8,0,1,1,0,20,19,0,0,1,0.258,0.379,0.320,0.699,102,0.062,0.325,17.1%,16.2%,0.95,-0.3,33.3%,36,3,L,SoftBank Hawks,WL
Araki Shota,6,9,8,0,1,0,0,0,1,0,0,1,0,0,2,1,0,0,0,0.125,0.222,0.125,0.347,2,0.000,0.167,22.2%,11.1%,0.50,-0.3,33.3%,21,9,R,SoftBank Hawks,WL
Despaigne Alfredo,21,67,58,4,9,1,0,2,16,7,0,0,0,1,10,7,0,1,3,0.155,0.254,0.276,0.530,53,0.121,0.149,14.9%,10.4%,0.70,0.0,28.4%,36,DH,R,SoftBank Hawks,WL
Fujino Keio,2,4,4,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.250,0.250,0.250,0.500,44,0.000,0.250,0.0%,0.0%,,0.0,0.0%,18,4,R,SoftBank Hawks,WL
Funakoshi Hidetora,6,6,6,2,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0.167,0.167,0.167,0.334,-3,0.000,0.200,16.7%,0.0%,0.00,-0.3,16.7%,20,7,R,SoftBank Hawks,WL
Galvis Freddy,61,208,183,25,41,8,1,6,69,22,0,0,0,2,32,21,1,2,2,0.224,0.308,0.377,0.685,96,0.153,0.238,15.4%,10.1%,0.66,0.0,28.4%,32,DH,S,SoftBank Hawks,WL
Gracial Yurisbel,6,18,16,3,4,1,0,0,5,1,0,0,0,0,2,2,0,0,0,0.250,0.333,0.313,0.646,87,0.063,0.286,11.1%,11.1%,1.00,0.0,22.2%,36,7,R,SoftBank Hawks,WL
Haya Shinnosuke,1,2,2,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0.500,0.500,0.500,1.000,187,0.000,1.000,50.0%,0.0%,0.00,0.0,50.0%,19,7,L,SoftBank Hawks,WL
Inoue Tomoya,23,89,78,6,16,3,1,1,24,8,1,0,1,0,29,7,0,3,2,0.205,0.295,0.308,0.603,74,0.103,0.312,32.6%,7.9%,0.24,0.2,41.6%,19,5,R,SoftBank Hawks,WL
Ishizuka Soichiro,25,64,54,8,14,2,1,2,24,11,0,0,0,0,12,8,0,2,3,0.259,0.375,0.444,0.819,135,0.185,0.300,18.8%,12.5%,0.67,0.0,34.4%,21,2,R,SoftBank Hawks,WL
Itani Shoma,1,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0.000,0.000,0.000,0.000,-99,0.000,,100.0%,0.0%,0.00,0.0,100.0%,19,,R,SoftBank Hawks,WL
Itoh Daisuke,31,57,45,6,10,1,1,0,13,1,1,1,6,0,5,3,0,3,1,0.222,0.314,0.289,0.603,74,0.067,0.250,8.8%,5.3%,0.60,-0.2,14.0%,20,4,R,SoftBank Hawks,WL
Kai Takuya,2,6,2,1,1,0,0,0,1,1,0,0,0,0,0,2,0,2,0,0.500,0.833,0.500,1.333,288,0.000,0.500,0.0%,33.3%,1.00,0.0,33.3%,29,2,R,SoftBank Hawks,WL
Katsuren Haruki,45,79,59,6,7,2,0,0,9,4,2,0,8,1,14,6,0,5,1,0.119,0.254,0.153,0.407,19,0.034,0.152,17.7%,7.6%,0.43,0.3,25.3%,21,6,L,SoftBank Hawks,WL
Kawamura Yuto,39,118,109,10,21,7,0,1,31,9,5,2,0,0,36,9,0,0,1,0.193,0.254,0.284,0.538,55,0.091,0.278,30.5%,7.6%,0.25,0.2,39.0%,22,8,L,SoftBank Hawks,WL
Kawarada Jumpei,71,250,204,30,39,4,2,1,50,17,9,2,15,1,31,23,0,7,2,0.191,0.294,0.245,0.539,56,0.054,0.220,12.4%,9.2%,0.74,0.9,22.0%,20,6,R,SoftBank Hawks,WL
Kawase Hikaru,20,67,56,8,17,2,2,0,23,8,0,1,3,1,8,7,0,0,0,0.304,0.375,0.411,0.786,126,0.107,0.347,11.9%,10.4%,0.88,-0.3,22.4%,24,6,L,SoftBank Hawks,WL
Kobayashi Jui,38,92,81,7,13,2,3,0,21,9,1,0,6,2,26,3,0,0,1,0.160,0.186,0.259,0.445,28,0.099,0.228,28.3%,3.3%,0.12,0.2,31.5%,21,4,R,SoftBank Hawks,WL
Kuki Ryuhei,44,113,87,8,10,1,0,0,11,1,4,1,6,0,28,20,0,0,4,0.115,0.280,0.126,0.406,20,0.011,0.169,24.8%,17.7%,0.71,0.4,42.5%,23,2,R,SoftBank Hawks,WL
Kurose Kenta,62,188,160,20,40,6,1,9,75,32,1,1,0,2,35,20,0,6,3,0.250,0.351,0.469,0.820,134,0.219,0.263,18.6%,10.6%,0.57,-0.1,34.0%,24,3,R,SoftBank Hawks,WL
Makihara Kota,22,56,51,3,10,3,1,0,15,11,0,0,0,0,18,5,0,0,2,0.196,0.268,0.294,0.562,62,0.098,0.303,32.1%,8.9%,0.28,0.0,41.1%,19,2,L,SoftBank Hawks,WL
Makihara Taisei,2,7,7,1,2,0,0,0,2,1,1,0,0,0,3,0,0,0,0,0.286,0.286,0.286,0.572,65,0.000,0.500,42.9%,0.0%,0.00,0.2,42.9%,29,8,L,SoftBank Hawks,WL
Masago Yusuke,71,278,245,44,76,14,2,8,118,38,8,4,3,3,41,26,0,1,3,0.310,0.375,0.482,0.857,145,0.172,0.342,14.7%,9.4%,0.63,0.1,27.0%,28,8,R,SoftBank Hawks,WL
Masaki Tomoya,60,221,187,29,50,13,2,4,79,38,0,3,0,4,32,29,0,1,7,0.267,0.362,0.422,0.784,125,0.155,0.297,14.5%,13.1%,0.91,-1.0,29.4%,22,9,R,SoftBank Hawks,WL
Masuda Shu,80,275,220,32,63,7,2,3,83,27,2,4,12,2,29,34,1,7,2,0.286,0.395,0.377,0.772,123,0.091,0.316,10.5%,12.4%,1.17,-0.9,24.0%,23,7,R,SoftBank Hawks,WL
Matsuda Nobuhiro,12,27,26,2,7,0,2,1,14,7,0,0,0,0,6,1,0,0,0,0.269,0.296,0.538,0.834,136,0.269,0.316,22.2%,3.7%,0.17,0.0,29.6%,39,DH,R,SoftBank Hawks,WL
Mimori Masaki,6,20,17,5,6,1,1,0,9,0,2,0,0,0,2,1,0,2,0,0.353,0.450,0.529,0.979,180,0.176,0.400,10.0%,5.0%,0.50,0.3,15.0%,23,4,L,SoftBank Hawks,WL
Mizutani Shun,13,42,39,4,10,0,0,1,13,3,0,0,0,0,12,1,0,2,1,0.256,0.310,0.333,0.643,85,0.077,0.346,28.6%,2.4%,0.08,0.0,33.3%,21,7,R,SoftBank Hawks,WL
Nakamura Akira,1,3,3,1,2,0,0,1,5,2,0,0,0,0,0,0,0,0,0,0.667,0.667,1.667,2.334,553,1.000,0.500,0.0%,0.0%,,0.0,33.3%,32,3,L,SoftBank Hawks,WL
Nakata Keisuke,36,119,112,18,30,6,0,1,39,11,1,1,3,1,21,3,0,0,1,0.268,0.284,0.348,0.632,81,0.080,0.319,17.6%,2.5%,0.14,-0.1,21.0%,22,4,S,SoftBank Hawks,WL
Nakatani Masahiro,76,228,199,27,42,7,2,4,65,25,0,1,0,2,52,23,0,4,1,0.211,0.303,0.327,0.630,81,0.116,0.262,22.8%,10.1%,0.44,-0.3,34.6%,29,8,R,SoftBank Hawks,WL
Nomura Daiju,52,161,134,23,39,5,2,2,54,18,2,0,2,0,15,25,0,0,4,0.291,0.403,0.403,0.806,132,0.112,0.316,9.3%,15.5%,1.67,0.4,26.1%,21,3,R,SoftBank Hawks,WL
Nomura Isami,6,24,21,1,5,1,0,0,6,0,3,1,1,0,3,2,0,0,0,0.238,0.304,0.286,0.590,70,0.048,0.278,12.5%,8.3%,0.67,0.2,20.8%,25,UTL,R,SoftBank Hawks,WL
Ogata Riku,68,181,158,32,41,6,3,1,56,14,17,5,3,2,41,17,0,1,1,0.259,0.331,0.354,0.685,97,0.095,0.339,22.7%,9.4%,0.41,1.3,32.6%,23,4,L,SoftBank Hawks,WL
Sasagawa Yoshiyasu,70,207,190,14,37,11,3,4,66,23,2,3,1,1,71,13,0,2,3,0.195,0.252,0.347,0.599,71,0.152,0.284,34.3%,6.3%,0.18,-0.6,42.5%,20,7,L,SoftBank Hawks,WL
Satoh Naoki,24,68,60,14,21,8,0,1,32,9,5,1,2,0,16,4,0,2,0,0.350,0.409,0.533,0.942,169,0.183,0.465,23.5%,5.9%,0.25,0.5,30.9%,23,9,R,SoftBank Hawks,WL
Shuto Ukyo,18,44,40,9,14,1,1,0,17,3,2,0,1,0,9,3,0,0,2,0.350,0.395,0.425,0.820,135,0.075,0.452,20.5%,6.8%,0.33,0.3,27.3%,26,UTL,L,SoftBank Hawks,WL
Sunagawa Richard,93,375,315,58,73,15,1,29,177,84,0,2,1,2,115,45,1,12,4,0.232,0.348,0.562,0.910,158,0.330,0.254,30.7%,12.0%,0.39,-0.6,50.4%,23,5,R,SoftBank Hawks,WL
Takata Tomoki,44,97,83,13,22,1,0,1,26,9,1,0,0,0,19,14,0,0,1,0.265,0.371,0.313,0.684,98,0.048,0.333,19.6%,14.4%,0.74,0.2,35.1%,32,6,L,SoftBank Hawks,WL
Tanigawara Kenta,19,46,41,4,6,0,1,0,8,5,0,0,0,2,10,3,0,0,0,0.146,0.196,0.195,0.391,13,0.049,0.182,21.7%,6.5%,0.30,0.0,28.3%,25,8,L,SoftBank Hawks,WL
Uebayashi Seiji,2,8,8,0,2,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0.250,0.250,0.250,0.500,44,0.000,0.286,12.5%,0.0%,0.00,0.0,12.5%,26,8,L,SoftBank Hawks,WL
Umino Takashi,14,55,49,3,15,2,0,1,20,5,1,0,2,0,8,4,0,0,0,0.306,0.358,0.408,0.766,120,0.102,0.350,14.5%,7.3%,0.50,0.2,23.6%,24,2,R,SoftBank Hawks,WL
Watanabe Riku,68,210,172,29,53,10,5,4,85,23,4,1,3,0,52,32,0,3,1,0.308,0.425,0.494,0.919,163,0.186,0.422,24.8%,15.2%,0.62,0.4,41.9%,21,2,L,SoftBank Hawks,WL
Yamamoto Keita,7,12,11,0,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0.000,0.083,0.000,0.083,-73,0.000,0.000,33.3%,8.3%,0.25,0.0,41.7%,22,7,L,SoftBank Hawks,WL
Yanagimachi Tatsuru,11,38,35,7,17,3,1,0,22,7,0,0,0,0,5,3,0,0,0,0.486,0.526,0.629,1.155,230,0.143,0.567,13.2%,7.9%,0.60,0.0,21.1%,25,8,L,SoftBank Hawks,WL
Yanagita Yuki,1,5,5,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0.000,0.000,0.000,0.000,-99,0.000,0.000,80.0%,0.0%,0.00,0.0,80.0%,33,DH,L,SoftBank Hawks,WL
Akaminai Ginji,2,6,6,1,2,0,0,0,2,1,0,0,0,0,1,0,0,0,0,0.333,0.333,0.333,0.666,94,0.000,0.400,16.7%,0.0%,0.00,0.0,16.7%,34,3,L,Rakuten Eagles,EL
Egawa Yuto,37,70,65,3,14,2,0,0,16,8,0,0,0,0,14,3,0,2,2,0.215,0.271,0.246,0.517,51,0.031,0.275,20.0%,4.3%,0.21,0.0,24.3%,21,DH,R,Rakuten Eagles,EL
Gittens Chris,15,52,37,11,13,2,0,4,27,8,0,0,0,2,6,13,0,0,3,0.351,0.500,0.730,1.230,255,0.379,0.310,11.5%,25.0%,2.17,0.0,44.2%,28,DH,R,Rakuten Eagles,EL
Horiuchi Kengo,42,113,97,14,25,4,1,2,37,14,2,0,5,0,13,10,0,1,3,0.258,0.333,0.381,0.714,107,0.123,0.280,11.5%,8.8%,0.77,0.4,22.1%,25,2,L,Rakuten Eagles,EL
Irie Daiki,79,231,202,22,49,7,1,3,67,25,1,2,5,0,44,15,0,9,3,0.243,0.323,0.332,0.655,90,0.089,0.297,19.0%,6.5%,0.34,-0.5,26.8%,20,6,R,Rakuten Eagles,EL
Ishihara Tsuyoshi,44,117,98,11,29,6,0,2,41,12,2,0,6,0,20,13,0,0,3,0.296,0.378,0.418,0.796,131,0.122,0.355,17.1%,11.1%,0.65,0.4,29.9%,23,2,R,Rakuten Eagles,EL
