Year,Suffix,Link,Version
2020,BF,https://npb.jp/bis/eng/2020/stats/idb2_b.html,v1
2020,BF,https://npb.jp/bis/eng/2020/stats/idb2_m.html,v1
2020,BF,https://npb.jp/bis/eng/2020/stats/idb2_h.html,v1
2020,BF,https://npb.jp/bis/eng/2020/stats/idb2_e.html,v1
2020,BF,https://npb.jp/bis/eng/2020/stats/idb2_l.html,v1
2020,BF,https://npb.jp/bis/eng/2020/stats/idb2_f.html,v1
2020,PF,https://npb.jp/bis/eng/2020/stats/idp2_t.html,v1
2020,PF,https://npb.jp/bis/eng/2020/stats/idp2_c.html,v1
2020,PF,https://npb.jp/bis/eng/2020/stats/idp2_db.html,v1
2020,PF,https://npb.jp/bis/eng/2020/stats/idp2_g.html,v1
2020,PF,https://npb.jp/bis/eng/2020/stats/idp2_s.html,v1
2020,PF,https://npb.jp/bis/eng/2020/stats/idp2_d.html,v1
2020,PF,https://npb.jp/bis/eng/2020/stats/idp2_b.html,v1
2020,PF,https://npb.jp/bis/eng/2020/stats/idp2_m.html,v1
2020,PF,https://npb.jp/bis/eng/2020/stats/idp2_h.html,v1
2020,PF,https://npb.jp/bis/eng/2020/stats/idp2_e.html,v1
2020,PF,https://npb.jp/bis/eng/2020/stats/idp2_l.html,v1
2020,PF,https://npb.jp/bis/eng/2020/stats/idp2_f.html,v1
